,county,median_family,median_household,n_households,per_capita,population,state
386,Durham,"$66,448","$51,853","111,276","$29,347","276,494",North Carolina
387,Calaveras,"$68,401","$55,295","18,702","$29,329","45,147",California
388,Washington County,"$83,670","$65,409","7,647","$29,328","20,234",Nebraska
389,,"$79,963","$67,402","449,771","$29,305","1,376,298",
390,Wells,"$57,125","$44,132","1,949","$29,301","4,220",North Dakota
391,Berkshire,"$65,216","$48,450","55,301","$29,294","130,545",Massachusetts
392,Woodford,"$71,995","$57,580","9,698","$29,277","24,988",Kentucky
393,Northampton,"$73,386","$60,097","112,189","$29,266","298,439",Pennsylvania
394,Pinellas,"$59,491","$45,535","401,708","$29,262","920,015",Florida
395,Franklin,"$67,785","$53,663","30,534","$29,259","71,408",Massachusetts
396,Fayette,"$67,973","$48,398","123,142","$29,251","300,843",Kentucky
397,Boone,"$78,101","$67,225","43,255","$29,235","121,214",Kentucky
398,Dauphin,"$68,368","$54,066","108,831","$29,234","269,035",Pennsylvania
399,Sheridan,"$48,403","$43,250",614,"$29,219","1,313",North Dakota
400,Bennington,"$61,270","$50,221","15,442","$29,196","36,871",Vermont
401,Posey,"$73,319","$58,750","10,050","$29,187","25,713",Indiana
402,Douglas,"$69,754","$53,325","204,226","$29,180","524,697",Nebraska
403,,"$68,111","$54,267","257,004","$29,167","625,904",
404,Suffolk City,"$78,565","$66,085","30,492","$29,135","84,842",Virginia
405,Lake,"$69,939","$56,018","94,048","$29,132","229,850",Ohio
406,Pope,"$64,740","$52,350","4,758","$29,128","10,957",Minnesota
407,Kossuth,"$64,283","$51,812","6,728","$29,127","15,437",Iowa
408,York,"$70,642","$57,348","81,293","$29,125","198,220",Maine
409,Randall,"$73,144","$58,529","48,080","$29,124","123,062",Texas
410,Dodge,"$81,702","$69,301","7,326","$29,107","20,159",Minnesota
411,Warren,"$74,558","$62,535","17,378","$29,088","46,631",Iowa
412,Brazoria,"$79,880","$67,603","107,717","$29,081","319,493",Texas
413,Walsh,"$61,156","$48,592","4,948","$29,072","11,102",North Dakota
414,Clay,"$64,651","$49,035","7,148","$29,060","16,604",Iowa
415,Lipscomb,"$64,934","$57,978","1,115","$29,017","3,379",Texas
416,Scott,"$70,480","$52,735","67,049","$28,948","167,080",Iowa
417,Gallatin,"$69,556","$52,833","36,973","$28,939","91,499",Montana
418,Solano,"$76,932","$67,177","141,464","$28,929","417,258",California
419,Nassau,"$63,888","$55,315","28,044","$28,926","74,163",Florida
420,Moore,"$62,099","$49,544","36,997","$28,913","89,425",North Carolina
421,Calumet,"$75,563","$65,130","18,381","$28,907","49,288",Wisconsin
422,Kidder,"$57,675","$50,000","1,146","$28,904","2,429",North Dakota
423,,"$70,868","$57,406","222,846","$28,902","570,134",
424,Lafayette,"$67,061","$51,462","86,504","$28,901","224,719",Louisiana
425,Union,"$74,132","$65,892","68,211","$28,894","205,426",North Carolina
426,Warren,"$72,597","$61,610","14,387","$28,889","37,836",Virginia
427,Stillwater,"$69,375","$57,906","3,757","$28,868","9,173",Montana
428,El Paso,"$70,728","$57,125","237,039","$28,867","634,423",Colorado
429,Windham,"$63,509","$50,234","19,417","$28,867","44,216",Vermont
430,Union,"$79,744","$65,086","18,216","$28,852","52,683",Ohio
431,Bristol,"$72,018","$55,298","210,037","$28,837","549,870",Massachusetts
432,Sagadahoc,"$69,561","$56,733","15,022","$28,829","35,194",Maine
433,DeKalb,"$60,182","$50,856","264,496","$28,810","700,308",Georgia
434,Hoonah-Angoon Census Area,"$60,000","$49,545",930,"$28,806","2,141",Alaska
435,Salem,"$74,469","$59,718","25,003","$28,772","65,825",New Jersey
436,Weston,"$74,531","$55,461","2,975","$28,764","7,153",Wyoming
437,Clermont,"$71,914","$60,365","73,728","$28,761","198,417",Ohio
438,Manassas City,"$75,810","$71,036","12,072","$28,752","39,317",Virginia
439,Onondaga,"$70,143","$54,242","184,855","$28,746","467,202",New York
440,Stevens,"$71,563","$54,206","3,700","$28,746","9,723",Minnesota
441,Monroe,"$68,524","$52,394","297,040","$28,732","746,548",New York
442,Bremer,"$75,486","$61,216","9,258","$28,727","24,387",Iowa
443,Grundy,"$78,918","$64,541","18,082","$28,725","50,064",Illinois
444,Addison,"$69,157","$57,565","14,164","$28,722","36,811",Vermont
445,Bath,"$55,112","$51,365","2,101","$28,704","4,686",Virginia
446,Bedford County,"$69,792","$57,596","27,233","$28,697","69,175",Virginia
447,Seminole,"$68,680","$58,175","147,529","$28,675","427,184",Florida
448,Gloucester,"$72,719","$60,519","13,889","$28,673","36,868",Virginia
449,Washoe,"$64,556","$53,040","163,198","$28,670","425,495",Nevada
450,Porter,"$76,004","$62,794","61,502","$28,669","165,168",Indiana
451,Okaloosa,"$64,668","$54,684","73,253","$28,600","185,852",Florida
452,Benton,"$72,126","$60,485","65,675","$28,583","178,992",Washington
453,Sullivan,"$65,969","$54,463","17,808","$28,582","43,398",New Hampshire
454,Johnson,"$73,059","$61,231","52,239","$28,575","141,796",Indiana
455,Northumberland,"$60,747","$51,342","5,691","$28,568","12,334",Virginia
456,Fallon,"$66,544","$51,164","1,199","$28,563","3,085",Montana
457,Kodiak Island,"$73,887","$68,718","4,501","$28,562","13,850",Alaska
458,Ward,"$67,738","$56,580","25,173","$28,557","64,008",North Dakota
459,Powder River,"$56,250","$46,250",720,"$28,528","1,669",Montana
460,Laramie,"$71,483","$55,864","36,859","$28,505","93,073",Wyoming
461,,"$66,646","$52,548","4,958,427","$28,502","12,731,381",
462,Dundy,"$51,932","$47,431",893,"$28,502","1,994",Nebraska
463,Wrangell,"$55,286","$45,841","1,149","$28,474","2,371",Alaska
464,Davidson,"$58,535","$47,335","256,745","$28,467","638,395",Tennessee
465,Clinton,"$72,958","$60,466","28,534","$28,449","75,802",Michigan
466,Skamania,"$67,354","$53,712","4,452","$28,449","11,126",Washington
467,Peoria,"$65,884","$50,712","75,892","$28,438","187,117",Illinois
468,Eddy,"$60,891","$49,165","19,866","$28,438","54,284",New Mexico
469,Washington County,"$68,300","$53,693","84,098","$28,433","208,047",Pennsylvania
470,Miami,"$73,528","$58,936","12,334","$28,412","32,682",Kansas
471,Lewis and Clark,"$70,259","$56,243","26,555","$28,400","64,143",Montana
472,Seward,"$74,309","$59,435","6,165","$28,359","16,824",Nebraska
473,Elko,"$75,231","$70,238","17,599","$28,358","50,023",Nevada
474,Custer,"$61,917","$50,074","3,731","$28,356","8,306",South Dakota
475,McHenry,"$61,367","$45,343","2,573","$28,331","5,593",North Dakota
476,Menard,"$73,969","$58,190","5,071","$28,330","12,687",Illinois
477,Douglas,"$58,529","$49,200","1,258","$28,323","3,000",South Dakota
478,Schenectady,"$73,910","$56,061","58,059","$28,319","154,821",New York
479,Washakie,"$64,608","$47,104","3,468","$28,308","8,468",Wyoming
480,Cheyenne,"$64,504","$51,529","4,405","$28,296","10,022",Nebraska
481,Franklin,"$64,693","$50,877","468,295","$28,283","1,181,824",Ohio
482,Wabasha,"$66,629","$53,057","8,890","$28,282","21,549",Minnesota
483,Columbia,"$70,208","$57,922","22,735","$28,273","56,647",Wisconsin
484,Tarrant,"$67,436","$56,853","659,736","$28,266","1,848,423",Texas
485,Jefferson,"$62,737","$46,320","13,801","$28,266","29,882",Washington
486,Hamilton,"$60,170","$51,522","1,854","$28,265","4,813",New York
487,Chase,"$51,810","$45,610","1,697","$28,241","3,984",Nebraska
488,Pierce,"$70,077","$59,204","300,623","$28,223","805,434",Washington
489,Crook,"$60,909","$53,237","3,010","$28,212","7,110",Wyoming
490,York,"$63,940","$49,633","5,501","$28,207","13,762",Nebraska
491,Broward,"$61,526","$51,251","663,458","$28,205","1,784,889",Florida
492,Fayette,"$65,276","$56,618","14,535","$28,201","38,502",Tennessee
493,Franklin,"$61,723","$45,523","4,304","$28,189","10,611",Texas
494,Outagamie,"$71,464","$58,318","69,572","$28,186","178,013",Wisconsin
495,Ascension,"$77,640","$69,070","38,287","$28,178","109,920",Louisiana
496,Kanawha,"$58,481","$46,085","82,756","$28,174","192,311",West Virginia
497,,"$64,719","$53,046","115,610,216","$28,155","311,536,594",
498,Graham,"$59,000","$47,500","1,192","$28,146","2,604",Kansas
499,Knox,"$64,310","$47,694","181,100","$28,136","436,983",Tennessee
500,Somervell,"$70,625","$55,269","3,193","$28,134","8,537",Texas
501,York,"$70,001","$58,745","167,592","$28,132","436,339",Pennsylvania
502,Grant,"$59,531","$41,694","1,113","$28,129","2,372",North Dakota
503,Hancock,"$72,559","$62,981","26,071","$28,111","70,466",Indiana
504,O'Brien,"$63,912","$48,185","6,098","$28,086","14,249",Iowa
505,Ramsey,"$63,380","$48,604","4,826","$28,081","11,473",North Dakota
506,Johnson,"$63,343","$57,004","3,679","$28,072","8,595",Wyoming
507,Sherburne,"$80,939","$73,098","29,948","$28,071","89,120",Minnesota
508,Lincoln,"$59,398","$50,181","14,817","$28,070","34,297",Maine
509,Iowa County,"$73,465","$58,008","6,745","$28,068","16,323",Iowa
510,Eureka,"$94,648","$64,632",733,"$28,056","1,804",Nevada
511,Irion,"$58,875","$50,357",654,"$28,055","1,603",Texas
512,Westmoreland,"$65,027","$50,736","152,109","$28,051","364,090",Pennsylvania
513,Mono,"$72,237","$61,757","5,268","$28,046","14,217",California
514,Tazewell,"$68,994","$56,067","54,428","$28,037","135,747",Illinois
515,Guthrie,"$62,036","$50,609","4,641","$28,030","10,843",Iowa
516,Traverse,"$62,258","$45,714","1,510","$28,030","3,507",Minnesota
517,Baylor,"$56,656","$33,445","1,798","$28,021","3,678",Texas
518,Lac qui Parle,"$60,873","$48,468","3,074","$28,014","7,184",Minnesota
519,Ottawa,"$65,311","$53,202","17,614","$27,979","41,372",Ohio
520,Erie,"$65,897","$50,653","380,152","$27,978","919,230",New York
521,Putnam,"$65,900","$54,854","21,391","$27,957","56,033",West Virginia
522,Sheridan,"$67,673","$52,008","12,381","$27,948","29,376",Wyoming
523,Plymouth,"$73,086","$58,888","9,867","$27,942","24,923",Iowa
524,Perkins,"$66,000","$58,625","1,262","$27,931","2,949",Nebraska
525,Jefferson,"$61,622","$46,959","305,832","$27,925","746,580",Kentucky
526,Lehigh,"$67,081","$54,923","133,289","$27,923","352,068",Pennsylvania
527,Chisago,"$75,513","$67,157","19,569","$27,914","53,691",Minnesota
528,Hettinger,"$65,577","$47,743","1,097","$27,910","2,539",North Dakota
529,Emmet,"$63,310","$48,601","4,119","$27,908","10,141",Iowa
530,Harris,"$60,594","$53,137","1,434,694","$27,899","4,182,285",Texas
531,Windham,"$74,484","$59,333","44,018","$27,893","118,115",Connecticut
532,Logan,"$60,903","$49,076",827,"$27,887","1,966",North Dakota
533,Lake,"$61,548","$46,939","4,982","$27,883","10,825",Minnesota
534,Clark,"$65,089","$49,055","1,431","$27,878","3,635",South Dakota
535,Cheshire,"$70,026","$55,155","30,458","$27,874","76,896",New Hampshire
536,Knox,"$60,581","$49,755","16,941","$27,865","39,694",Maine
537,Wilson,"$70,024","$60,390","42,800","$27,864","116,948",Tennessee
538,Greene,"$51,000","$42,565","6,353","$27,828","16,091",Georgia
539,Park,"$64,802","$53,951","11,801","$27,824","28,557",Wyoming
540,Summit,"$64,157","$49,669","220,375","$27,818","541,592",Ohio
541,Pembina,"$62,147","$49,846","3,328","$27,817","7,327",North Dakota
542,Scott,"$71,455","$61,893","17,989","$27,802","48,149",Kentucky
543,Clinton,"$76,109","$61,720","14,051","$27,802","37,891",Illinois
544,Archer,"$68,419","$56,452","3,342","$27,800","8,853",Texas
545,Hancock,"$60,022","$47,460","24,355","$27,797","54,557",Maine
546,Kearney,"$62,308","$56,466","2,621","$27,796","6,518",Nebraska
547,Brewster,"$55,893","$40,477","4,152","$27,796","9,244",Texas
548,Sumner,"$64,806","$55,509","60,835","$27,795","163,724",Tennessee
549,Le Sueur,"$70,426","$58,922","10,997","$27,793","27,758",Minnesota
550,Brown,"$67,159","$53,119","98,962","$27,787","250,597",Wisconsin
551,Yellowstone,"$65,486","$51,342","61,023","$27,761","150,156",Montana
552,Spink,"$61,063","$48,911","2,624","$27,757","6,522",South Dakota
553,Los Angeles,"$62,237","$55,909","3,230,383","$27,749","9,893,481",California
554,Yolo,"$74,687","$55,918","70,347","$27,730","202,288",California
555,Sutton,"$60,395","$53,806","1,445","$27,721","4,058",Texas
556,Douglas,"$65,133","$50,905","15,757","$27,716","36,264",Minnesota
557,Richland,"$72,409","$53,759","6,614","$27,713","16,258",North Dakota
558,Kenton,"$66,229","$54,270","61,800","$27,704","160,828",Kentucky
559,Pike,"$68,671","$59,340","21,581","$27,691","57,179",Pennsylvania
560,Emmons,"$48,816","$38,477","1,634","$27,690","3,521",North Dakota
561,Madison,"$68,812","$57,581","6,092","$27,685","15,606",Iowa
562,Moody,"$62,624","$51,791","2,686","$27,682","6,460",South Dakota
563,Clark,"$68,276","$58,225","158,855","$27,681","432,549",Washington
564,Tulsa,"$60,745","$48,181","241,915","$27,676","609,610",Oklahoma
565,Butler,"$65,225","$50,247","3,482","$27,673","8,334",Nebraska
566,Grand Traverse,"$63,616","$51,766","34,655","$27,660","88,182",Michigan
567,Orange,"$67,802","$60,287","12,621","$27,655","33,934",Virginia
568,Gunnison,"$67,047","$52,332","6,293","$27,654","15,421",Colorado
569,Polk,"$63,664","$52,848","2,232","$27,639","5,342",Nebraska
570,Coffey,"$66,026","$51,793","3,501","$27,627","8,516",Kansas
571,Colonial Heights City,"$66,704","$50,835","7,017","$27,610","17,481",Virginia
572,Marathon,"$64,950","$53,363","53,079","$27,607","134,497",Wisconsin
573,Carbon,"$60,375","$47,831","4,322","$27,599","10,126",Montana
574,Jefferson,"$60,989","$48,814","6,919","$27,593","16,800",Iowa
575,Rio Blanco,"$75,978","$60,128","2,638","$27,586","6,770",Colorado
576,Bryan,"$74,513","$64,707","11,230","$27,556","31,410",Georgia
577,Canadian,"$72,849","$63,629","41,876","$27,552","119,546",Oklahoma
578,Deuel,"$64,432","$51,632","1,789","$27,525","4,362",South Dakota
579,Deschutes,"$61,488","$50,209","64,568","$27,524","160,565",Oregon
580,,"$66,534","$52,413","2,288,332","$27,523","5,706,871",
581,East Baton Rouge,"$63,558","$48,506","167,422","$27,505","441,901",Louisiana
582,Sumter,"$58,068","$48,493","43,507","$27,504","98,409",Florida
583,Mason,"$59,531","$46,865","1,699","$27,504","4,034",Texas
584,Kimble,"$53,145","$43,424","1,895","$27,502","4,566",Texas
585,Lawrence,"$66,387","$43,273","10,597","$27,498","24,305",South Dakota
586,Carteret,"$57,328","$46,534","29,158","$27,496","67,198",North Carolina
587,Wibaux,"$67,361","$41,875",409,"$27,492",928,Montana
588,Kingsbury,"$61,858","$51,373","2,311","$27,485","5,142",South Dakota
589,Grant,"$58,478","$46,625","1,951","$27,469","4,522",Oklahoma
590,Cass,"$68,480","$60,350","37,307","$27,463","99,875",Missouri
591,Pierce,"$74,867","$59,226","15,069","$27,462","40,870",Wisconsin
592,McPherson,"$68,039","$54,167","11,540","$27,462","29,297",Kansas
593,Ada,"$67,641","$55,210","151,600","$27,452","401,673",Idaho
594,Murray,"$63,545","$52,160","3,820","$27,450","8,639",Minnesota
595,Inyo,"$70,185","$44,796","7,873","$27,441","18,482",California
596,Andrews,"$76,563","$57,825","5,217","$27,429","15,554",Texas
597,Bossier,"$67,961","$53,248","45,776","$27,429","119,947",Louisiana
598,Cuyahoga,"$59,745","$43,804","534,476","$27,423","1,272,533",Ohio
599,Tompkins,"$73,828","$51,393","38,409","$27,418","102,270",New York
600,Pulaski,"$58,688","$46,013","153,720","$27,414","386,106",Arkansas
601,Madison,"$67,064","$53,633","107,238","$27,407","268,373",Illinois
602,Franklin,"$68,408","$56,240","18,616","$27,398","48,019",Vermont
603,Atlantic,"$66,619","$54,235","101,091","$27,391","274,960",New Jersey
604,Warren,"$61,784","$52,317","3,283","$27,390","8,464",Indiana
605,Culpeper,"$75,328","$64,423","16,039","$27,379","47,330",Virginia
606,McMullen,"$56,591","$39,500",254,"$27,375",616,Texas
607,Rogers,"$67,554","$58,525","32,693","$27,365","87,730",Oklahoma
608,Jackson,"$64,625","$51,681","4,469","$27,361","10,263",Minnesota
609,Bartholomew,"$64,614","$54,165","30,041","$27,359","77,930",Indiana
610,Stutsman,"$65,032","$50,120","8,873","$27,351","21,046",North Dakota
611,Lee,"$56,847","$47,439","241,531","$27,348","633,968",Florida
612,Amador,"$68,593","$53,684","14,262","$27,347","37,422",California
613,Dawson,"$60,910","$53,525","8,506","$27,330","22,387",Georgia
614,Butler,"$70,484","$56,454","24,270","$27,329","65,786",Kansas
615,Roger Mills,"$61,583","$53,885","1,305","$27,326","3,713",Oklahoma
616,Eddy,"$55,500","$44,250","1,104","$27,323","2,382",North Dakota
617,Manatee,"$58,263","$47,876","131,197","$27,322","329,487",Florida
618,Rockingham,"$60,869","$52,195","29,440","$27,298","76,885",Virginia
619,Madison,"$60,441","$53,459","5,024","$27,296","13,249",Virginia
620,Cerro Gordo,"$61,804","$44,795","19,967","$27,291","43,932",Iowa
621,Orange,"$63,253","$52,480","11,962","$27,289","28,966",Vermont
622,Adams,"$69,551","$59,492","38,141","$27,284","101,496",Pennsylvania
623,Yankton,"$67,897","$52,578","8,698","$27,268","22,518",South Dakota
624,Charlottesville City,"$65,579","$44,601","17,443","$27,268","43,663",Virginia
625,Steele,"$71,627","$56,480","14,354","$27,259","36,512",Minnesota
626,Maricopa,"$63,910","$53,596","1,411,727","$27,256","3,889,161",Arizona
627,Wilson,"$71,234","$64,571","15,157","$27,238","43,753",Texas
628,Tioga,"$66,950","$55,726","20,202","$27,230","50,789",New York
629,Hamilton,"$60,329","$46,702","135,496","$27,229","340,973",Tennessee
630,Fredericksburg City,"$57,404","$47,040","9,779","$27,222","25,931",Virginia
631,Deuel,"$58,500","$44,922",855,"$27,199","1,952",Nebraska
632,Griggs,"$63,150","$45,542","1,149","$27,197","2,370",North Dakota
633,Floyd,"$66,670","$53,961","29,087","$27,185","75,120",Indiana
634,Richmond City,"$48,681","$40,496","84,833","$27,184","207,878",Virginia
635,Ellis,"$59,535","$47,344","1,734","$27,183","4,120",Oklahoma
636,Chaffee,"$59,631","$46,504","7,832","$27,182","18,063",Colorado
637,Major,"$60,313","$49,905","3,084","$27,168","7,604",Oklahoma
638,McCone,"$59,375","$46,667",760,"$27,161","1,794",Montana
639,Lamoille,"$64,500","$52,686","10,046","$27,157","24,670",Vermont
640,Decatur,"$44,243","$39,333","1,482","$27,154","2,933",Kansas
641,Passaic,"$67,890","$57,654","162,543","$27,152","502,854",New Jersey
642,Boone,"$67,769","$51,826","10,574","$27,149","26,310",Iowa
643,Hillsborough,"$59,894","$49,596","471,340","$27,149","1,257,913",Florida
644,Racine,"$66,811","$54,090","75,087","$27,141","195,045",Wisconsin
645,Lancaster,"$68,714","$51,574","115,237","$27,141","289,873",Nebraska
